 

stn;time;gre000h0
IYBRZ;2022110916;11
IYBRZ;2022110917;0
IYBRZ;2022110918;0
IYBRZ;2022110919;0
IYBRZ;2022110920;0
IYBRZ;2022110921;0
IYBRZ;2022110922;0
IYBRZ;2022110923;0
IYBRZ;2022111000;0
IYBRZ;2022111001;0
IYBRZ;2022111002;-
IYBRZ;2022111003;-
IYBRZ;2022111004;-
IYBRZ;2022111005;-
IYBRZ;2022111006;0
IYBRZ;2022111007;11
IYBRZ;2022111008;55
IYBRZ;2022111009;136
IYBRZ;2022111010;304
IYBRZ;2022111011;398
IYBRZ;2022111012;424
IYBRZ;2022111013;375
IYBRZ;2022111014;264
IYBRZ;2022111015;106
IYBRZ;2022111016;8
IYBRZ;2022111017;0
IYBRZ;2022111018;0
IYBRZ;2022111019;0
IYBRZ;2022111020;0
IYBRZ;2022111021;0
IYBRZ;2022111022;0
IYBRZ;2022111023;0
IYBRZ;2022111100;0
IYBRZ;2022111101;0
IYBRZ;2022111102;0
IYBRZ;2022111103;0
IYBRZ;2022111104;0
IYBRZ;2022111105;0
IYBRZ;2022111106;0
IYBRZ;2022111107;17
IYBRZ;2022111108;54
IYBRZ;2022111109;190
IYBRZ;2022111110;372
IYBRZ;2022111111;333
IYBRZ;2022111112;342
IYBRZ;2022111113;292
IYBRZ;2022111114;182
IYBRZ;2022111115;105
IYBRZ;2022111116;14
IYBRZ;2022111117;0
IYBRZ;2022111118;0
IYBRZ;2022111119;0
IYBRZ;2022111120;0
IYBRZ;2022111121;0
IYBRZ;2022111122;0
IYBRZ;2022111123;0
IYBRZ;2022111200;0
IYBRZ;2022111201;0
IYBRZ;2022111202;0
IYBRZ;2022111203;0
IYBRZ;2022111204;0
IYBRZ;2022111205;0
IYBRZ;2022111206;0
IYBRZ;2022111207;12
IYBRZ;2022111208;74
IYBRZ;2022111209;153
IYBRZ;2022111210;352
IYBRZ;2022111211;234
IYBRZ;2022111212;253
IYBRZ;2022111213;287
IYBRZ;2022111214;134
IYBRZ;2022111215;64
IYBRZ;2022111216;13
IYBRZ;2022111217;0
IYBRZ;2022111218;0
IYBRZ;2022111219;0
IYBRZ;2022111220;0
IYBRZ;2022111221;0
IYBRZ;2022111222;0
IYBRZ;2022111223;0
IYBRZ;2022111300;0
IYBRZ;2022111301;0
IYBRZ;2022111302;0
IYBRZ;2022111303;0
IYBRZ;2022111304;0
IYBRZ;2022111305;0
IYBRZ;2022111306;0
IYBRZ;2022111307;7
IYBRZ;2022111308;28
IYBRZ;2022111309;186
IYBRZ;2022111310;366
IYBRZ;2022111311;417
IYBRZ;2022111312;352
IYBRZ;2022111313;359
IYBRZ;2022111314;257
IYBRZ;2022111315;82
IYBRZ;2022111316;12
IYBRZ;2022111317;0
IYBRZ;2022111318;0
IYBRZ;2022111319;0
IYBRZ;2022111320;0
IYBRZ;2022111321;0
IYBRZ;2022111322;0
IYBRZ;2022111323;0
IYBRZ;2022111400;0
IYBRZ;2022111401;0
IYBRZ;2022111402;0
IYBRZ;2022111403;0
IYBRZ;2022111404;0
IYBRZ;2022111405;0
IYBRZ;2022111406;0
IYBRZ;2022111407;2
IYBRZ;2022111408;33
IYBRZ;2022111409;131
IYBRZ;2022111410;206
IYBRZ;2022111411;205
IYBRZ;2022111412;271
IYBRZ;2022111413;286
IYBRZ;2022111414;144
IYBRZ;2022111415;89
IYBRZ;2022111416;9
IYBRZ;2022111417;0
IYBRZ;2022111418;0
IYBRZ;2022111419;0
IYBRZ;2022111420;0
IYBRZ;2022111421;0
IYBRZ;2022111422;0
IYBRZ;2022111423;0
IYBRZ;2022111500;0
IYBRZ;2022111501;0
IYBRZ;2022111502;0
IYBRZ;2022111503;0
IYBRZ;2022111504;0
IYBRZ;2022111505;0
IYBRZ;2022111506;0
IYBRZ;2022111507;12
IYBRZ;2022111508;53
IYBRZ;2022111509;105
IYBRZ;2022111510;267
IYBRZ;2022111511;412
IYBRZ;2022111512;211
IYBRZ;2022111513;146
IYBRZ;2022111514;82
IYBRZ;2022111515;38
IYBRZ;2022111516;0
IYBRZ;2022111517;0
IYBRZ;2022111518;0
IYBRZ;2022111519;0
IYBRZ;2022111520;0
IYBRZ;2022111521;0
IYBRZ;2022111522;0
IYBRZ;2022111523;0
IYBRZ;2022111600;0
IYBRZ;2022111601;0
IYBRZ;2022111602;0
IYBRZ;2022111603;0
IYBRZ;2022111604;0
IYBRZ;2022111605;0
IYBRZ;2022111606;0
IYBRZ;2022111607;1
IYBRZ;2022111608;25
IYBRZ;2022111609;68
IYBRZ;2022111610;112
IYBRZ;2022111611;141
IYBRZ;2022111612;220
IYBRZ;2022111613;267
IYBRZ;2022111614;171
IYBRZ;2022111615;74
IYBRZ;2022111616;9
IYBRZ;2022111617;0
IYBRZ;2022111618;0
IYBRZ;2022111619;0
IYBRZ;2022111620;0
IYBRZ;2022111621;0
IYBRZ;2022111622;0
IYBRZ;2022111623;0
IYBRZ;2022111700;0
IYBRZ;2022111701;0
IYBRZ;2022111702;0
IYBRZ;2022111703;0
IYBRZ;2022111704;0
IYBRZ;2022111705;0
IYBRZ;2022111706;0
IYBRZ;2022111707;2
IYBRZ;2022111708;16
IYBRZ;2022111709;67
IYBRZ;2022111710;120
IYBRZ;2022111711;168
IYBRZ;2022111712;186
IYBRZ;2022111713;146
IYBRZ;2022111714;101
IYBRZ;2022111715;65
IYBRZ;2022111716;10
IYBRZ;2022111717;0
IYBRZ;2022111718;0
IYBRZ;2022111719;0
IYBRZ;2022111720;0
IYBRZ;2022111721;0
IYBRZ;2022111722;0
IYBRZ;2022111723;0
IYBRZ;2022111800;0
IYBRZ;2022111801;0
IYBRZ;2022111802;0
IYBRZ;2022111803;0
IYBRZ;2022111804;0
IYBRZ;2022111805;0
IYBRZ;2022111806;0
IYBRZ;2022111807;3
IYBRZ;2022111808;62
IYBRZ;2022111809;31
IYBRZ;2022111810;109
IYBRZ;2022111811;255
IYBRZ;2022111812;417
IYBRZ;2022111813;352
IYBRZ;2022111814;257
IYBRZ;2022111815;111
IYBRZ;2022111816;8
IYBRZ;2022111817;0
IYBRZ;2022111818;0
IYBRZ;2022111819;0
IYBRZ;2022111820;0
IYBRZ;2022111821;0
IYBRZ;2022111822;0
IYBRZ;2022111823;0
IYBRZ;2022111900;0
IYBRZ;2022111901;0
IYBRZ;2022111902;0
IYBRZ;2022111903;0
IYBRZ;2022111904;0
IYBRZ;2022111905;0
IYBRZ;2022111906;0
IYBRZ;2022111907;5
IYBRZ;2022111908;23
IYBRZ;2022111909;49
IYBRZ;2022111910;322
IYBRZ;2022111911;408
IYBRZ;2022111912;323
IYBRZ;2022111913;306
IYBRZ;2022111914;189
IYBRZ;2022111915;62
IYBRZ;2022111916;8
IYBRZ;2022111917;0
IYBRZ;2022111918;0
IYBRZ;2022111919;0
IYBRZ;2022111920;0
IYBRZ;2022111921;0
IYBRZ;2022111922;0
IYBRZ;2022111923;0
IYBRZ;2022112000;0
IYBRZ;2022112001;0
IYBRZ;2022112002;0
IYBRZ;2022112003;0
IYBRZ;2022112004;0
IYBRZ;2022112005;0
IYBRZ;2022112006;0
IYBRZ;2022112007;5
IYBRZ;2022112008;23
IYBRZ;2022112009;34
IYBRZ;2022112010;331
IYBRZ;2022112011;399
IYBRZ;2022112012;400
IYBRZ;2022112013;347
IYBRZ;2022112014;244
IYBRZ;2022112015;87
IYBRZ;2022112016;5
IYBRZ;2022112017;0
IYBRZ;2022112018;0
IYBRZ;2022112019;0
IYBRZ;2022112020;0
IYBRZ;2022112021;0
IYBRZ;2022112022;0
IYBRZ;2022112023;0
IYBRZ;2022112100;0
IYBRZ;2022112101;0
IYBRZ;2022112102;0
IYBRZ;2022112103;0
IYBRZ;2022112104;0
IYBRZ;2022112105;0
IYBRZ;2022112106;0
IYBRZ;2022112107;6
IYBRZ;2022112108;29
IYBRZ;2022112109;38
IYBRZ;2022112110;317
IYBRZ;2022112111;391
IYBRZ;2022112112;391
IYBRZ;2022112113;319
IYBRZ;2022112114;223
IYBRZ;2022112115;70
IYBRZ;2022112116;6
IYBRZ;2022112117;0
IYBRZ;2022112118;0
IYBRZ;2022112119;0
IYBRZ;2022112120;0
IYBRZ;2022112121;0
IYBRZ;2022112122;0
IYBRZ;2022112123;0
IYBRZ;2022112200;0
IYBRZ;2022112201;0
IYBRZ;2022112202;0
IYBRZ;2022112203;0
IYBRZ;2022112204;0
IYBRZ;2022112205;0
IYBRZ;2022112206;0
IYBRZ;2022112207;0
IYBRZ;2022112208;5
IYBRZ;2022112209;13
IYBRZ;2022112210;21
IYBRZ;2022112211;31
IYBRZ;2022112212;39
IYBRZ;2022112213;25
IYBRZ;2022112214;19
IYBRZ;2022112215;10
IYBRZ;2022112216;2
IYBRZ;2022112217;0
IYBRZ;2022112218;0
IYBRZ;2022112219;0
IYBRZ;2022112220;0
IYBRZ;2022112221;0
IYBRZ;2022112222;0
IYBRZ;2022112223;0
IYBRZ;2022112300;0
IYBRZ;2022112301;0
IYBRZ;2022112302;0
IYBRZ;2022112303;0
IYBRZ;2022112304;0
IYBRZ;2022112305;0
IYBRZ;2022112306;0
IYBRZ;2022112307;4
IYBRZ;2022112308;21
IYBRZ;2022112309;32
IYBRZ;2022112310;304
IYBRZ;2022112311;389
IYBRZ;2022112312;390
IYBRZ;2022112313;340
IYBRZ;2022112314;239
IYBRZ;2022112315;82
IYBRZ;2022112316;4
IYBRZ;2022112317;0
IYBRZ;2022112318;0
IYBRZ;2022112319;0
IYBRZ;2022112320;0
IYBRZ;2022112321;0
IYBRZ;2022112322;0
IYBRZ;2022112323;0
IYBRZ;2022112400;0
IYBRZ;2022112401;0
IYBRZ;2022112402;0
IYBRZ;2022112403;0
IYBRZ;2022112404;0
IYBRZ;2022112405;0
IYBRZ;2022112406;0
IYBRZ;2022112407;3
IYBRZ;2022112408;20
IYBRZ;2022112409;31
IYBRZ;2022112410;307
IYBRZ;2022112411;346
IYBRZ;2022112412;387
IYBRZ;2022112413;331
IYBRZ;2022112414;162
IYBRZ;2022112415;79
IYBRZ;2022112416;4
IYBRZ;2022112417;0
IYBRZ;2022112418;0
IYBRZ;2022112419;0
IYBRZ;2022112420;0
IYBRZ;2022112421;0
IYBRZ;2022112422;0
IYBRZ;2022112423;0
IYBRZ;2022112500;0
IYBRZ;2022112501;0
IYBRZ;2022112502;0
IYBRZ;2022112503;0
IYBRZ;2022112504;0
IYBRZ;2022112505;0
IYBRZ;2022112506;0
IYBRZ;2022112507;4
IYBRZ;2022112508;34
IYBRZ;2022112509;35
IYBRZ;2022112510;287
IYBRZ;2022112511;373
IYBRZ;2022112512;375
IYBRZ;2022112513;325
IYBRZ;2022112514;229
IYBRZ;2022112515;77
IYBRZ;2022112516;1
IYBRZ;2022112517;0
IYBRZ;2022112518;0
IYBRZ;2022112519;0
IYBRZ;2022112520;0
IYBRZ;2022112521;0
IYBRZ;2022112522;0
IYBRZ;2022112523;0
IYBRZ;2022112600;0
IYBRZ;2022112601;0
IYBRZ;2022112602;0
IYBRZ;2022112603;0
IYBRZ;2022112604;0
IYBRZ;2022112605;0
IYBRZ;2022112606;0
IYBRZ;2022112607;3
IYBRZ;2022112608;19
IYBRZ;2022112609;33
IYBRZ;2022112610;283
IYBRZ;2022112611;375
IYBRZ;2022112612;376
IYBRZ;2022112613;327
IYBRZ;2022112614;229
IYBRZ;2022112615;77
IYBRZ;2022112616;4
IYBRZ;2022112617;0
IYBRZ;2022112618;0
IYBRZ;2022112619;0
IYBRZ;2022112620;0
IYBRZ;2022112621;0
IYBRZ;2022112622;0
IYBRZ;2022112623;0
IYBRZ;2022112700;0
IYBRZ;2022112701;0
IYBRZ;2022112702;0
IYBRZ;2022112703;0
IYBRZ;2022112704;0
IYBRZ;2022112705;0
IYBRZ;2022112706;0
IYBRZ;2022112707;3
IYBRZ;2022112708;23
IYBRZ;2022112709;41
IYBRZ;2022112710;306
IYBRZ;2022112711;371
IYBRZ;2022112712;375
IYBRZ;2022112713;323
IYBRZ;2022112714;223
IYBRZ;2022112715;74
IYBRZ;2022112716;5
IYBRZ;2022112717;0
IYBRZ;2022112718;0
IYBRZ;2022112719;0
IYBRZ;2022112720;0
IYBRZ;2022112721;0
IYBRZ;2022112722;0
IYBRZ;2022112723;0
IYBRZ;2022112800;0
IYBRZ;2022112801;0
IYBRZ;2022112802;0
IYBRZ;2022112803;0
IYBRZ;2022112804;0
IYBRZ;2022112805;0
IYBRZ;2022112806;0
IYBRZ;2022112807;0
IYBRZ;2022112808;15
IYBRZ;2022112809;45
IYBRZ;2022112810;83
IYBRZ;2022112811;89
IYBRZ;2022112812;81
IYBRZ;2022112813;63
IYBRZ;2022112814;48
IYBRZ;2022112815;20
IYBRZ;2022112816;2
IYBRZ;2022112817;0
IYBRZ;2022112818;0
IYBRZ;2022112819;0
IYBRZ;2022112820;0
IYBRZ;2022112821;0
IYBRZ;2022112822;0
IYBRZ;2022112823;0
IYBRZ;2022112900;0
IYBRZ;2022112901;0
IYBRZ;2022112902;0
IYBRZ;2022112903;0
IYBRZ;2022112904;0
IYBRZ;2022112905;0
IYBRZ;2022112906;0
IYBRZ;2022112907;1
IYBRZ;2022112908;19
IYBRZ;2022112909;49
IYBRZ;2022112910;80
IYBRZ;2022112911;119
IYBRZ;2022112912;101
IYBRZ;2022112913;61
IYBRZ;2022112914;56
IYBRZ;2022112915;27
IYBRZ;2022112916;2
IYBRZ;2022112917;0
IYBRZ;2022112918;0
IYBRZ;2022112919;0
IYBRZ;2022112920;0
IYBRZ;2022112921;0
IYBRZ;2022112922;0
IYBRZ;2022112923;0
IYBRZ;2022113000;0
IYBRZ;2022113001;0
IYBRZ;2022113002;0
IYBRZ;2022113003;0
IYBRZ;2022113004;0
IYBRZ;2022113005;0
IYBRZ;2022113006;0
IYBRZ;2022113007;2
IYBRZ;2022113008;18
IYBRZ;2022113009;48
IYBRZ;2022113010;224
IYBRZ;2022113011;324
IYBRZ;2022113012;320
IYBRZ;2022113013;293
IYBRZ;2022113014;202
IYBRZ;2022113015;49
IYBRZ;2022113016;4
IYBRZ;2022113017;0
IYBRZ;2022113018;0
IYBRZ;2022113019;0
IYBRZ;2022113020;0
IYBRZ;2022113021;0
IYBRZ;2022113022;0
IYBRZ;2022113023;0

stn;time;gre000h0
TGBOH;2022110100;0
TGBOH;2022110101;0
TGBOH;2022110102;0
TGBOH;2022110103;0
TGBOH;2022110104;0
TGBOH;2022110105;0
TGBOH;2022110106;0
TGBOH;2022110107;11
TGBOH;2022110108;36
TGBOH;2022110109;83
TGBOH;2022110110;132
TGBOH;2022110111;130
TGBOH;2022110112;215
TGBOH;2022110113;151
TGBOH;2022110114;161
TGBOH;2022110115;95
TGBOH;2022110116;17
TGBOH;2022110117;0
TGBOH;2022110118;0
TGBOH;2022110119;0
TGBOH;2022110120;0
TGBOH;2022110121;0
TGBOH;2022110122;0
TGBOH;2022110123;0
TGBOH;2022110200;0
TGBOH;2022110201;0
TGBOH;2022110202;0
TGBOH;2022110203;0
TGBOH;2022110204;0
TGBOH;2022110205;0
TGBOH;2022110206;0
TGBOH;2022110207;17
TGBOH;2022110208;35
TGBOH;2022110209;87
TGBOH;2022110210;99
TGBOH;2022110211;180
TGBOH;2022110212;179
TGBOH;2022110213;205
TGBOH;2022110214;175
TGBOH;2022110215;88
TGBOH;2022110216;23
TGBOH;2022110217;0
TGBOH;2022110218;0
TGBOH;2022110219;0
TGBOH;2022110220;0
TGBOH;2022110221;0
TGBOH;2022110222;0
TGBOH;2022110223;0
TGBOH;2022110300;0
TGBOH;2022110301;0
TGBOH;2022110302;0
TGBOH;2022110303;0
TGBOH;2022110304;0
TGBOH;2022110305;0
TGBOH;2022110306;0
TGBOH;2022110307;20
TGBOH;2022110308;84
TGBOH;2022110309;136
TGBOH;2022110310;288
TGBOH;2022110311;370
TGBOH;2022110312;313
TGBOH;2022110313;205
TGBOH;2022110314;91
TGBOH;2022110315;56
TGBOH;2022110316;19
TGBOH;2022110317;0
TGBOH;2022110318;0
TGBOH;2022110319;0
TGBOH;2022110320;0
TGBOH;2022110321;0
TGBOH;2022110322;0
TGBOH;2022110323;0
TGBOH;2022110400;0
TGBOH;2022110401;0
TGBOH;2022110402;0
TGBOH;2022110403;0
TGBOH;2022110404;0
TGBOH;2022110405;0
TGBOH;2022110406;0
TGBOH;2022110407;7
TGBOH;2022110408;52
TGBOH;2022110409;86
TGBOH;2022110410;172
TGBOH;2022110411;211
TGBOH;2022110412;452
TGBOH;2022110413;129
TGBOH;2022110414;111
TGBOH;2022110415;116
TGBOH;2022110416;21
TGBOH;2022110417;0
TGBOH;2022110418;0
TGBOH;2022110419;0
TGBOH;2022110420;0
TGBOH;2022110421;0
TGBOH;2022110422;0
TGBOH;2022110423;0
TGBOH;2022110500;0
TGBOH;2022110501;0
TGBOH;2022110502;0
TGBOH;2022110503;0
TGBOH;2022110504;0
TGBOH;2022110505;0
TGBOH;2022110506;0
TGBOH;2022110507;6
TGBOH;2022110508;19
TGBOH;2022110509;50
TGBOH;2022110510;67
TGBOH;2022110511;109
TGBOH;2022110512;104
TGBOH;2022110513;132
TGBOH;2022110514;77
TGBOH;2022110515;41
TGBOH;2022110516;8
TGBOH;2022110517;0
TGBOH;2022110518;0
TGBOH;2022110519;0
TGBOH;2022110520;0
TGBOH;2022110521;0
TGBOH;2022110522;0
TGBOH;2022110523;0
TGBOH;2022110600;0
TGBOH;2022110601;0
TGBOH;2022110602;0
TGBOH;2022110603;0
TGBOH;2022110604;0
TGBOH;2022110605;0
TGBOH;2022110606;0
TGBOH;2022110607;5
TGBOH;2022110608;39
TGBOH;2022110609;81
TGBOH;2022110610;111
TGBOH;2022110611;130
TGBOH;2022110612;281
TGBOH;2022110613;295
TGBOH;2022110614;132
TGBOH;2022110615;77
TGBOH;2022110616;27
TGBOH;2022110617;0
TGBOH;2022110618;0
TGBOH;2022110619;0
TGBOH;2022110620;0
TGBOH;2022110621;0
TGBOH;2022110622;0
TGBOH;2022110623;0
TGBOH;2022110700;0
TGBOH;2022110701;0
TGBOH;2022110702;0
TGBOH;2022110703;0
TGBOH;2022110704;0
TGBOH;2022110705;0
TGBOH;2022110706;0
TGBOH;2022110707;18
TGBOH;2022110708;83
TGBOH;2022110709;260
TGBOH;2022110710;324
TGBOH;2022110711;352
TGBOH;2022110712;333
TGBOH;2022110713;315
TGBOH;2022110714;213
TGBOH;2022110715;81
TGBOH;2022110716;19
TGBOH;2022110717;0
TGBOH;2022110718;0
TGBOH;2022110719;0
TGBOH;2022110720;0
TGBOH;2022110721;0
TGBOH;2022110722;0
TGBOH;2022110723;0
TGBOH;2022110800;0
TGBOH;2022110801;0
TGBOH;2022110802;0
TGBOH;2022110803;0
TGBOH;2022110804;0
TGBOH;2022110805;0
TGBOH;2022110806;0
TGBOH;2022110807;13
TGBOH;2022110808;64
TGBOH;2022110809;293
TGBOH;2022110810;286
TGBOH;2022110811;380
TGBOH;2022110812;328
TGBOH;2022110813;284
TGBOH;2022110814;138
TGBOH;2022110815;59
TGBOH;2022110816;18
TGBOH;2022110817;0
TGBOH;2022110818;0
TGBOH;2022110819;0
TGBOH;2022110820;0
TGBOH;2022110821;0
TGBOH;2022110822;0
TGBOH;2022110823;0
TGBOH;2022110900;0
TGBOH;2022110901;0
TGBOH;2022110902;0
TGBOH;2022110903;0
TGBOH;2022110904;0
TGBOH;2022110905;0
TGBOH;2022110906;0
TGBOH;2022110907;6
TGBOH;2022110908;53
TGBOH;2022110909;82
TGBOH;2022110910;142
TGBOH;2022110911;138
TGBOH;2022110912;125
TGBOH;2022110913;91
TGBOH;2022110914;47
TGBOH;2022110915;22
TGBOH;2022110916;7
TGBOH;2022110917;0
TGBOH;2022110918;0
TGBOH;2022110919;0
TGBOH;2022110920;0
TGBOH;2022110921;0
TGBOH;2022110922;0
TGBOH;2022110923;0
TGBOH;2022111000;0
TGBOH;2022111001;0
TGBOH;2022111002;0
TGBOH;2022111003;0
TGBOH;2022111004;0
TGBOH;2022111005;0
TGBOH;2022111006;0
TGBOH;2022111007;6
TGBOH;2022111008;35
TGBOH;2022111009;65
TGBOH;2022111010;91
TGBOH;2022111011;134
TGBOH;2022111012;120
TGBOH;2022111013;268
TGBOH;2022111014;230
TGBOH;2022111015;58
TGBOH;2022111016;15
TGBOH;2022111017;0
TGBOH;2022111018;0
TGBOH;2022111019;0
TGBOH;2022111020;0
TGBOH;2022111021;0
TGBOH;2022111022;0
TGBOH;2022111023;0
TGBOH;2022111100;0
TGBOH;2022111101;0
TGBOH;2022111102;0
TGBOH;2022111103;0
TGBOH;2022111104;0
TGBOH;2022111105;0
TGBOH;2022111106;0
TGBOH;2022111107;3
TGBOH;2022111108;32
TGBOH;2022111109;67
TGBOH;2022111110;101
TGBOH;2022111111;104
TGBOH;2022111112;156
TGBOH;2022111113;141
TGBOH;2022111114;83
TGBOH;2022111115;31
TGBOH;2022111116;10
TGBOH;2022111117;0
TGBOH;2022111118;0
TGBOH;2022111119;0
TGBOH;2022111120;0
TGBOH;2022111121;0
TGBOH;2022111122;0
TGBOH;2022111123;0
TGBOH;2022111200;0
TGBOH;2022111201;0
TGBOH;2022111202;0
TGBOH;2022111203;0
TGBOH;2022111204;0
TGBOH;2022111205;0
TGBOH;2022111206;0
TGBOH;2022111207;6
TGBOH;2022111208;33
TGBOH;2022111209;95
TGBOH;2022111210;112
TGBOH;2022111211;163
TGBOH;2022111212;135
TGBOH;2022111213;119
TGBOH;2022111214;83
TGBOH;2022111215;39
TGBOH;2022111216;10
TGBOH;2022111217;0
TGBOH;2022111218;0
TGBOH;2022111219;0
TGBOH;2022111220;0
TGBOH;2022111221;0
TGBOH;2022111222;0
TGBOH;2022111223;0
TGBOH;2022111300;0
TGBOH;2022111301;0
TGBOH;2022111302;0
TGBOH;2022111303;0
TGBOH;2022111304;0
TGBOH;2022111305;0
TGBOH;2022111306;0
TGBOH;2022111307;1
TGBOH;2022111308;17
TGBOH;2022111309;37
TGBOH;2022111310;53
TGBOH;2022111311;58
TGBOH;2022111312;60
TGBOH;2022111313;51
TGBOH;2022111314;45
TGBOH;2022111315;23
TGBOH;2022111316;5
TGBOH;2022111317;0
TGBOH;2022111318;0
TGBOH;2022111319;0
TGBOH;2022111320;0
TGBOH;2022111321;0
TGBOH;2022111322;0
TGBOH;2022111323;0
TGBOH;2022111400;0
TGBOH;2022111401;0
TGBOH;2022111402;0
TGBOH;2022111403;0
TGBOH;2022111404;0
TGBOH;2022111405;0
TGBOH;2022111406;0
TGBOH;2022111407;0
TGBOH;2022111408;2
TGBOH;2022111409;11
TGBOH;2022111410;42
TGBOH;2022111411;65
TGBOH;2022111412;87
TGBOH;2022111413;112
TGBOH;2022111414;108
TGBOH;2022111415;46
TGBOH;2022111416;7
TGBOH;2022111417;0
TGBOH;2022111418;0
TGBOH;2022111419;0
TGBOH;2022111420;0
TGBOH;2022111421;0
TGBOH;2022111422;0
TGBOH;2022111423;0
TGBOH;2022111500;0
TGBOH;2022111501;0
TGBOH;2022111502;0
TGBOH;2022111503;0
TGBOH;2022111504;0
TGBOH;2022111505;0
TGBOH;2022111506;0
TGBOH;2022111507;7
TGBOH;2022111508;75
TGBOH;2022111509;183
TGBOH;2022111510;245
TGBOH;2022111511;195
TGBOH;2022111512;151
TGBOH;2022111513;117
TGBOH;2022111514;76
TGBOH;2022111515;44
TGBOH;2022111516;8
TGBOH;2022111517;0
TGBOH;2022111518;0
TGBOH;2022111519;0
TGBOH;2022111520;0
TGBOH;2022111521;0
TGBOH;2022111522;0
TGBOH;2022111523;0
TGBOH;2022111600;0
TGBOH;2022111601;0
TGBOH;2022111602;0
TGBOH;2022111603;0
TGBOH;2022111604;0
TGBOH;2022111605;0
TGBOH;2022111606;0
TGBOH;2022111607;3
TGBOH;2022111608;69
TGBOH;2022111609;73
TGBOH;2022111610;89
TGBOH;2022111611;177
TGBOH;2022111612;311
TGBOH;2022111613;305
TGBOH;2022111614;186
TGBOH;2022111615;32
TGBOH;2022111616;6
TGBOH;2022111617;0
TGBOH;2022111618;0
TGBOH;2022111619;0
TGBOH;2022111620;0
TGBOH;2022111621;0
TGBOH;2022111622;0
TGBOH;2022111623;0
TGBOH;2022111700;0
TGBOH;2022111701;0
TGBOH;2022111702;0
TGBOH;2022111703;0
TGBOH;2022111704;0
TGBOH;2022111705;0
TGBOH;2022111706;0
TGBOH;2022111707;3
TGBOH;2022111708;42
TGBOH;2022111709;244
TGBOH;2022111710;124
TGBOH;2022111711;133
TGBOH;2022111712;175
TGBOH;2022111713;125
TGBOH;2022111714;95
TGBOH;2022111715;37
TGBOH;2022111716;3
TGBOH;2022111717;0
TGBOH;2022111718;0
TGBOH;2022111719;0
TGBOH;2022111720;0
TGBOH;2022111721;0
TGBOH;2022111722;0
TGBOH;2022111723;0
TGBOH;2022111800;0
TGBOH;2022111801;0
TGBOH;2022111802;0
TGBOH;2022111803;0
TGBOH;2022111804;0
TGBOH;2022111805;0
TGBOH;2022111806;0
TGBOH;2022111807;0
TGBOH;2022111808;17
TGBOH;2022111809;76
TGBOH;2022111810;87
TGBOH;2022111811;146
TGBOH;2022111812;111
TGBOH;2022111813;108
TGBOH;2022111814;104
TGBOH;2022111815;17
TGBOH;2022111816;7
TGBOH;2022111817;0
TGBOH;2022111818;0
TGBOH;2022111819;0
TGBOH;2022111820;0
TGBOH;2022111821;0
TGBOH;2022111822;0
TGBOH;2022111823;0
TGBOH;2022111900;0
TGBOH;2022111901;0
TGBOH;2022111902;0
TGBOH;2022111903;0
TGBOH;2022111904;0
TGBOH;2022111905;0
TGBOH;2022111906;0
TGBOH;2022111907;5
TGBOH;2022111908;43
TGBOH;2022111909;136
TGBOH;2022111910;222
TGBOH;2022111911;356
TGBOH;2022111912;146
TGBOH;2022111913;112
TGBOH;2022111914;137
TGBOH;2022111915;36
TGBOH;2022111916;8
TGBOH;2022111917;0
TGBOH;2022111918;0
TGBOH;2022111919;0
TGBOH;2022111920;0
TGBOH;2022111921;0
TGBOH;2022111922;0
TGBOH;2022111923;0
TGBOH;2022112000;0
TGBOH;2022112001;0
TGBOH;2022112002;0
TGBOH;2022112003;0
TGBOH;2022112004;0
TGBOH;2022112005;0
TGBOH;2022112006;0
TGBOH;2022112007;1
TGBOH;2022112008;33
TGBOH;2022112009;166
TGBOH;2022112010;173
TGBOH;2022112011;123
TGBOH;2022112012;122
TGBOH;2022112013;224
TGBOH;2022112014;189
TGBOH;2022112015;54
TGBOH;2022112016;8
TGBOH;2022112017;0
TGBOH;2022112018;0
TGBOH;2022112019;0
TGBOH;2022112020;0
TGBOH;2022112021;0
TGBOH;2022112022;0
TGBOH;2022112023;0
TGBOH;2022112100;0
TGBOH;2022112101;0
TGBOH;2022112102;0
TGBOH;2022112103;0
TGBOH;2022112104;0
TGBOH;2022112105;0
TGBOH;2022112106;0
TGBOH;2022112107;0
TGBOH;2022112108;11
TGBOH;2022112109;83
TGBOH;2022112110;241
TGBOH;2022112111;329
TGBOH;2022112112;357
TGBOH;2022112113;320
TGBOH;2022112114;122
TGBOH;2022112115;47
TGBOH;2022112116;9
TGBOH;2022112117;0
TGBOH;2022112118;0
TGBOH;2022112119;0
TGBOH;2022112120;0
TGBOH;2022112121;0
TGBOH;2022112122;0
TGBOH;2022112123;0
TGBOH;2022112200;0
TGBOH;2022112201;0
TGBOH;2022112202;0
TGBOH;2022112203;0
TGBOH;2022112204;0
TGBOH;2022112205;0
TGBOH;2022112206;0
TGBOH;2022112207;0
TGBOH;2022112208;17
TGBOH;2022112209;34
TGBOH;2022112210;51
TGBOH;2022112211;94
TGBOH;2022112212;114
TGBOH;2022112213;152
TGBOH;2022112214;89
TGBOH;2022112215;45
TGBOH;2022112216;7
TGBOH;2022112217;0
TGBOH;2022112218;0
