 

stn;time;sre000h0
EIN;2022112014;39
EIN;2022112015;38
EIN;2022112016;0
EIN;2022112017;0
EIN;2022112018;0
EIN;2022112019;0
EIN;2022112020;0
EIN;2022112021;0
EIN;2022112022;0
EIN;2022112023;0
EIN;2022112100;0
EIN;2022112101;0
EIN;2022112102;0
EIN;2022112103;0
EIN;2022112104;0
EIN;2022112105;0
EIN;2022112106;0
EIN;2022112107;0
EIN;2022112108;1
EIN;2022112109;55
EIN;2022112110;37
EIN;2022112111;51
EIN;2022112112;60
EIN;2022112113;58
EIN;2022112114;27
EIN;2022112115;2
EIN;2022112116;0
EIN;2022112117;0
EIN;2022112118;0
EIN;2022112119;0
EIN;2022112120;0
EIN;2022112121;0
EIN;2022112122;0
EIN;2022112123;0
EIN;2022112200;0
EIN;2022112201;0
EIN;2022112202;0
EIN;2022112203;0
EIN;2022112204;0
EIN;2022112205;0
EIN;2022112206;0
EIN;2022112207;0
EIN;2022112208;0
EIN;2022112209;0
EIN;2022112210;0
EIN;2022112211;0
EIN;2022112212;0
EIN;2022112213;0
EIN;2022112214;0
EIN;2022112215;0
EIN;2022112216;0
EIN;2022112217;0
EIN;2022112218;0
EIN;2022112219;0
EIN;2022112220;0
EIN;2022112221;0
EIN;2022112222;0
EIN;2022112223;0
EIN;2022112300;0
EIN;2022112301;0
EIN;2022112302;0
EIN;2022112303;0
EIN;2022112304;0
EIN;2022112305;0
EIN;2022112306;0
EIN;2022112307;0
EIN;2022112308;29
EIN;2022112309;60
EIN;2022112310;60
EIN;2022112311;60
EIN;2022112312;60
EIN;2022112313;59
EIN;2022112314;29
EIN;2022112315;0
EIN;2022112316;0
EIN;2022112317;0
EIN;2022112318;0
EIN;2022112319;0
EIN;2022112320;0
EIN;2022112321;0
EIN;2022112322;0
EIN;2022112323;0
EIN;2022112400;0
EIN;2022112401;0
EIN;2022112402;0
EIN;2022112403;0
EIN;2022112404;0
EIN;2022112405;0
EIN;2022112406;0
EIN;2022112407;0
EIN;2022112408;3
EIN;2022112409;24
EIN;2022112410;0
EIN;2022112411;0
EIN;2022112412;0
EIN;2022112413;0
EIN;2022112414;0
EIN;2022112415;0
EIN;2022112416;0
EIN;2022112417;0
EIN;2022112418;0
EIN;2022112419;0
EIN;2022112420;0
EIN;2022112421;0
EIN;2022112422;0
EIN;2022112423;0
EIN;2022112500;0
EIN;2022112501;0
EIN;2022112502;0
EIN;2022112503;0
EIN;2022112504;0
EIN;2022112505;0
EIN;2022112506;0
EIN;2022112507;0
EIN;2022112508;1
EIN;2022112509;0
EIN;2022112510;0
EIN;2022112511;5
EIN;2022112512;35
EIN;2022112513;0
EIN;2022112514;0
EIN;2022112515;0
EIN;2022112516;0
EIN;2022112517;0
EIN;2022112518;0
EIN;2022112519;0
EIN;2022112520;0
EIN;2022112521;0
EIN;2022112522;0
EIN;2022112523;0
EIN;2022112600;0
EIN;2022112601;0
EIN;2022112602;0
EIN;2022112603;0
EIN;2022112604;0
EIN;2022112605;0
EIN;2022112606;0
EIN;2022112607;0
EIN;2022112608;27
EIN;2022112609;60
EIN;2022112610;37
EIN;2022112611;1
EIN;2022112612;54
EIN;2022112613;60
EIN;2022112614;59
EIN;2022112615;59
EIN;2022112616;2
EIN;2022112617;0
EIN;2022112618;0
EIN;2022112619;0
EIN;2022112620;0
EIN;2022112621;0
EIN;2022112622;0
EIN;2022112623;0
EIN;2022112700;0
EIN;2022112701;0
EIN;2022112702;0
EIN;2022112703;0
EIN;2022112704;0
EIN;2022112705;0
EIN;2022112706;0
EIN;2022112707;0
EIN;2022112708;24
EIN;2022112709;35
EIN;2022112710;24
EIN;2022112711;32
EIN;2022112712;0
EIN;2022112713;37
EIN;2022112714;22
EIN;2022112715;0
EIN;2022112716;0
EIN;2022112717;0
EIN;2022112718;0
EIN;2022112719;0
EIN;2022112720;0
EIN;2022112721;0
EIN;2022112722;0
EIN;2022112723;0
EIN;2022112800;0
EIN;2022112801;0
EIN;2022112802;0
EIN;2022112803;0
EIN;2022112804;0
EIN;2022112805;0
EIN;2022112806;0
EIN;2022112807;0
EIN;2022112808;0
EIN;2022112809;0
EIN;2022112810;0
EIN;2022112811;0
EIN;2022112812;0
EIN;2022112813;0
EIN;2022112814;0
EIN;2022112815;0
EIN;2022112816;0
EIN;2022112817;0
EIN;2022112818;0
EIN;2022112819;0
EIN;2022112820;0
EIN;2022112821;0
EIN;2022112822;0
EIN;2022112823;0
EIN;2022112900;0
EIN;2022112901;0
EIN;2022112902;0
EIN;2022112903;0
EIN;2022112904;0
EIN;2022112905;0
EIN;2022112906;0
EIN;2022112907;0
EIN;2022112908;0
EIN;2022112909;0
EIN;2022112910;0
EIN;2022112911;0
EIN;2022112912;0
EIN;2022112913;0
EIN;2022112914;0
EIN;2022112915;0
EIN;2022112916;0
EIN;2022112917;0
EIN;2022112918;0
EIN;2022112919;0
EIN;2022112920;0
EIN;2022112921;0
EIN;2022112922;0
EIN;2022112923;0
EIN;2022113000;0
EIN;2022113001;0
EIN;2022113002;0
EIN;2022113003;0
EIN;2022113004;0
EIN;2022113005;0
EIN;2022113006;0
EIN;2022113007;0
EIN;2022113008;0
EIN;2022113009;0
EIN;2022113010;0
EIN;2022113011;0
EIN;2022113012;0
EIN;2022113013;0
EIN;2022113014;0
EIN;2022113015;0
EIN;2022113016;0
EIN;2022113017;0
EIN;2022113018;0
EIN;2022113019;0
EIN;2022113020;0
EIN;2022113021;0
EIN;2022113022;0
EIN;2022113023;0

stn;time;sre000h0
ELM;2022110100;0
ELM;2022110101;0
ELM;2022110102;0
ELM;2022110103;0
ELM;2022110104;0
ELM;2022110105;0
ELM;2022110106;0
ELM;2022110107;0
ELM;2022110108;0
ELM;2022110109;0
ELM;2022110110;0
ELM;2022110111;0
ELM;2022110112;0
ELM;2022110113;0
ELM;2022110114;3
ELM;2022110115;35
ELM;2022110116;0
ELM;2022110117;0
ELM;2022110118;0
ELM;2022110119;0
ELM;2022110120;0
ELM;2022110121;0
ELM;2022110122;0
ELM;2022110123;0
ELM;2022110200;0
ELM;2022110201;0
ELM;2022110202;0
ELM;2022110203;0
ELM;2022110204;0
ELM;2022110205;0
ELM;2022110206;0
ELM;2022110207;0
ELM;2022110208;0
ELM;2022110209;0
ELM;2022110210;14
ELM;2022110211;0
ELM;2022110212;0
ELM;2022110213;0
ELM;2022110214;0
ELM;2022110215;0
ELM;2022110216;0
ELM;2022110217;0
ELM;2022110218;0
ELM;2022110219;0
ELM;2022110220;0
ELM;2022110221;0
ELM;2022110222;0
ELM;2022110223;0
ELM;2022110300;0
ELM;2022110301;0
ELM;2022110302;0
ELM;2022110303;0
ELM;2022110304;0
ELM;2022110305;0
ELM;2022110306;0
ELM;2022110307;0
ELM;2022110308;0
ELM;2022110309;0
ELM;2022110310;28
ELM;2022110311;19
ELM;2022110312;35
ELM;2022110313;1
ELM;2022110314;0
ELM;2022110315;0
ELM;2022110316;0
ELM;2022110317;0
ELM;2022110318;0
ELM;2022110319;0
ELM;2022110320;0
ELM;2022110321;0
ELM;2022110322;0
ELM;2022110323;0
ELM;2022110400;0
ELM;2022110401;0
ELM;2022110402;0
ELM;2022110403;0
ELM;2022110404;0
ELM;2022110405;0
ELM;2022110406;0
ELM;2022110407;0
ELM;2022110408;0
ELM;2022110409;0
ELM;2022110410;0
ELM;2022110411;29
ELM;2022110412;0
ELM;2022110413;2
ELM;2022110414;0
ELM;2022110415;0
ELM;2022110416;0
ELM;2022110417;0
ELM;2022110418;0
ELM;2022110419;0
ELM;2022110420;0
ELM;2022110421;0
ELM;2022110422;0
ELM;2022110423;0
ELM;2022110500;0
ELM;2022110501;0
ELM;2022110502;0
ELM;2022110503;0
ELM;2022110504;0
ELM;2022110505;0
ELM;2022110506;0
ELM;2022110507;0
ELM;2022110508;0
ELM;2022110509;0
ELM;2022110510;0
ELM;2022110511;0
ELM;2022110512;0
ELM;2022110513;0
ELM;2022110514;0
ELM;2022110515;0
ELM;2022110516;0
ELM;2022110517;0
ELM;2022110518;0
ELM;2022110519;0
ELM;2022110520;0
ELM;2022110521;0
ELM;2022110522;0
ELM;2022110523;0
ELM;2022110600;0
ELM;2022110601;0
ELM;2022110602;0
ELM;2022110603;0
ELM;2022110604;0
ELM;2022110605;0
ELM;2022110606;0
ELM;2022110607;0
ELM;2022110608;0
ELM;2022110609;0
ELM;2022110610;48
ELM;2022110611;35
ELM;2022110612;43
ELM;2022110613;55
ELM;2022110614;22
ELM;2022110615;0
ELM;2022110616;0
ELM;2022110617;0
ELM;2022110618;0
ELM;2022110619;0
ELM;2022110620;0
ELM;2022110621;0
ELM;2022110622;0
ELM;2022110623;0
ELM;2022110700;0
ELM;2022110701;0
ELM;2022110702;0
ELM;2022110703;0
ELM;2022110704;0
ELM;2022110705;0
ELM;2022110706;0
ELM;2022110707;0
ELM;2022110708;0
ELM;2022110709;0
ELM;2022110710;47
ELM;2022110711;60
ELM;2022110712;60
ELM;2022110713;60
ELM;2022110714;60
ELM;2022110715;33
ELM;2022110716;0
ELM;2022110717;0
ELM;2022110718;0
ELM;2022110719;0
ELM;2022110720;0
ELM;2022110721;0
ELM;2022110722;0
ELM;2022110723;0
ELM;2022110800;0
ELM;2022110801;0
ELM;2022110802;0
ELM;2022110803;0
ELM;2022110804;0
ELM;2022110805;0
ELM;2022110806;0
ELM;2022110807;0
ELM;2022110808;0
ELM;2022110809;0
ELM;2022110810;45
ELM;2022110811;60
ELM;2022110812;60
ELM;2022110813;60
ELM;2022110814;60
ELM;2022110815;33
ELM;2022110816;0
ELM;2022110817;0
ELM;2022110818;0
ELM;2022110819;0
ELM;2022110820;0
ELM;2022110821;0
ELM;2022110822;0
ELM;2022110823;0
ELM;2022110900;0
ELM;2022110901;0
ELM;2022110902;0
ELM;2022110903;0
ELM;2022110904;0
ELM;2022110905;0
ELM;2022110906;0
ELM;2022110907;0
ELM;2022110908;0
ELM;2022110909;0
ELM;2022110910;0
ELM;2022110911;1
ELM;2022110912;0
ELM;2022110913;0
ELM;2022110914;0
ELM;2022110915;0
ELM;2022110916;0
ELM;2022110917;0
ELM;2022110918;0
ELM;2022110919;0
ELM;2022110920;0
ELM;2022110921;0
ELM;2022110922;0
ELM;2022110923;0
ELM;2022111000;0
ELM;2022111001;0
ELM;2022111002;0
ELM;2022111003;0
ELM;2022111004;0
ELM;2022111005;0
ELM;2022111006;0
ELM;2022111007;0
ELM;2022111008;0
ELM;2022111009;0
ELM;2022111010;42
ELM;2022111011;60
ELM;2022111012;60
ELM;2022111013;60
ELM;2022111014;60
ELM;2022111015;29
ELM;2022111016;0
ELM;2022111017;0
ELM;2022111018;0
ELM;2022111019;0
ELM;2022111020;0
ELM;2022111021;0
ELM;2022111022;0
ELM;2022111023;0
ELM;2022111100;0
ELM;2022111101;0
ELM;2022111102;0
ELM;2022111103;0
ELM;2022111104;0
ELM;2022111105;0
ELM;2022111106;0
ELM;2022111107;0
ELM;2022111108;0
ELM;2022111109;0
ELM;2022111110;42
ELM;2022111111;49
ELM;2022111112;21
ELM;2022111113;26
ELM;2022111114;35
ELM;2022111115;6
ELM;2022111116;0
ELM;2022111117;0
ELM;2022111118;0
ELM;2022111119;0
ELM;2022111120;0
ELM;2022111121;0
ELM;2022111122;0
ELM;2022111123;0
ELM;2022111200;0
ELM;2022111201;0
ELM;2022111202;0
ELM;2022111203;0
ELM;2022111204;0
ELM;2022111205;0
ELM;2022111206;0
ELM;2022111207;0
ELM;2022111208;0
ELM;2022111209;0
ELM;2022111210;41
ELM;2022111211;60
ELM;2022111212;45
ELM;2022111213;41
ELM;2022111214;1
ELM;2022111215;0
ELM;2022111216;0
ELM;2022111217;0
ELM;2022111218;0
ELM;2022111219;0
ELM;2022111220;0
ELM;2022111221;0
ELM;2022111222;0
ELM;2022111223;0
ELM;2022111300;0
ELM;2022111301;0
ELM;2022111302;0
ELM;2022111303;0
ELM;2022111304;0
ELM;2022111305;0
ELM;2022111306;0
ELM;2022111307;0
ELM;2022111308;0
ELM;2022111309;0
ELM;2022111310;40
ELM;2022111311;60
ELM;2022111312;49
ELM;2022111313;60
ELM;2022111314;56
ELM;2022111315;0
ELM;2022111316;0
ELM;2022111317;0
ELM;2022111318;0
ELM;2022111319;0
ELM;2022111320;0
ELM;2022111321;0
ELM;2022111322;0
ELM;2022111323;0
ELM;2022111400;0
ELM;2022111401;0
ELM;2022111402;0
ELM;2022111403;0
ELM;2022111404;0
ELM;2022111405;0
ELM;2022111406;0
ELM;2022111407;0
ELM;2022111408;0
ELM;2022111409;0
ELM;2022111410;0
ELM;2022111411;1
ELM;2022111412;0
ELM;2022111413;0
ELM;2022111414;0
ELM;2022111415;0
ELM;2022111416;0
ELM;2022111417;0
ELM;2022111418;0
ELM;2022111419;0
ELM;2022111420;0
ELM;2022111421;0
ELM;2022111422;0
ELM;2022111423;0
ELM;2022111500;0
ELM;2022111501;0
ELM;2022111502;0
ELM;2022111503;0
ELM;2022111504;0
ELM;2022111505;0
ELM;2022111506;0
ELM;2022111507;0
ELM;2022111508;0
ELM;2022111509;0
ELM;2022111510;0
ELM;2022111511;0
ELM;2022111512;0
ELM;2022111513;0
ELM;2022111514;0
ELM;2022111515;0
ELM;2022111516;0
ELM;2022111517;0
ELM;2022111518;0
ELM;2022111519;0
ELM;2022111520;0
ELM;2022111521;0
ELM;2022111522;0
ELM;2022111523;0
ELM;2022111600;0
ELM;2022111601;0
ELM;2022111602;0
ELM;2022111603;0
ELM;2022111604;0
ELM;2022111605;0
ELM;2022111606;0
ELM;2022111607;0
ELM;2022111608;0
ELM;2022111609;0
ELM;2022111610;0
ELM;2022111611;0
ELM;2022111612;3
ELM;2022111613;37
ELM;2022111614;33
ELM;2022111615;15
ELM;2022111616;0
ELM;2022111617;0
ELM;2022111618;0
ELM;2022111619;0
ELM;2022111620;0
ELM;2022111621;0
ELM;2022111622;0
ELM;2022111623;0
ELM;2022111700;0
ELM;2022111701;0
ELM;2022111702;0
ELM;2022111703;0
ELM;2022111704;0
ELM;2022111705;0
ELM;2022111706;0
ELM;2022111707;0
ELM;2022111708;0
ELM;2022111709;0
ELM;2022111710;16
ELM;2022111711;27
ELM;2022111712;6
ELM;2022111713;17
ELM;2022111714;19
ELM;2022111715;0
ELM;2022111716;0
ELM;2022111717;0
ELM;2022111718;0
ELM;2022111719;0
ELM;2022111720;0
ELM;2022111721;0
ELM;2022111722;0
ELM;2022111723;0
ELM;2022111800;0
ELM;2022111801;0
ELM;2022111802;0
ELM;2022111803;0
ELM;2022111804;0
ELM;2022111805;0
ELM;2022111806;0
ELM;2022111807;0
ELM;2022111808;0
ELM;2022111809;0
ELM;2022111810;0
ELM;2022111811;0
ELM;2022111812;0
ELM;2022111813;0
ELM;2022111814;0
ELM;2022111815;0
ELM;2022111816;0
ELM;2022111817;0
ELM;2022111818;0
ELM;2022111819;0
ELM;2022111820;0
ELM;2022111821;0
ELM;2022111822;0
ELM;2022111823;0
ELM;2022111900;0
ELM;2022111901;0
ELM;2022111902;0
ELM;2022111903;0
ELM;2022111904;0
ELM;2022111905;0
ELM;2022111906;0
ELM;2022111907;0
ELM;2022111908;0
ELM;2022111909;0
ELM;2022111910;7
ELM;2022111911;16
ELM;2022111912;17
ELM;2022111913;57
ELM;2022111914;60
ELM;2022111915;12
ELM;2022111916;0
ELM;2022111917;0
ELM;2022111918;0
ELM;2022111919;0
ELM;2022111920;0
ELM;2022111921;0
ELM;2022111922;0
ELM;2022111923;0
ELM;2022112000;0
ELM;2022112001;0
ELM;2022112002;0
ELM;2022112003;0
ELM;2022112004;0
ELM;2022112005;0
ELM;2022112006;0
ELM;2022112007;0
ELM;2022112008;0
ELM;2022112009;0
ELM;2022112010;0
ELM;2022112011;0
ELM;2022112012;1
ELM;2022112013;1
ELM;2022112014;56
ELM;2022112015;1
ELM;2022112016;0
ELM;2022112017;0
ELM;2022112018;0
ELM;2022112019;0
ELM;2022112020;0
ELM;2022112021;0
ELM;2022112022;0
ELM;2022112023;0
ELM;2022112100;0
ELM;2022112101;0
ELM;2022112102;0
ELM;2022112103;0
ELM;2022112104;0
ELM;2022112105;0
ELM;2022112106;0
ELM;2022112107;0
ELM;2022112108;0
ELM;2022112109;0
ELM;2022112110;0
ELM;2022112111;4
ELM;2022112112;6
ELM;2022112113;31
ELM;2022112114;33
ELM;2022112115;4
ELM;2022112116;0
ELM;2022112117;0
ELM;2022112118;0
ELM;2022112119;0
ELM;2022112120;0
ELM;2022112121;0
ELM;2022112122;0
ELM;2022112123;0
ELM;2022112200;0
ELM;2022112201;0
ELM;2022112202;0
ELM;2022112203;0
ELM;2022112204;0
ELM;2022112205;0
ELM;2022112206;0
ELM;2022112207;0
ELM;2022112208;0
ELM;2022112209;0
ELM;2022112210;0
ELM;2022112211;0
ELM;2022112212;0
ELM;2022112213;0
ELM;2022112214;0
ELM;2022112215;0
ELM;2022112216;0
ELM;2022112217;0
ELM;2022112218;0
ELM;2022112219;0
ELM;2022112220;0
ELM;2022112221;0
ELM;2022112222;0
ELM;2022112223;0
ELM;2022112300;0
ELM;2022112301;0
ELM;2022112302;0
ELM;2022112303;0
ELM;2022112304;0
ELM;2022112305;0
ELM;2022112306;0
ELM;2022112307;0
ELM;2022112308;0
ELM;2022112309;0
ELM;2022112310;0
ELM;2022112311;0
ELM;2022112312;0
ELM;2022112313;9
ELM;2022112314;54
ELM;2022112315;0
ELM;2022112316;0
ELM;2022112317;0
ELM;2022112318;0
ELM;2022112319;0
ELM;2022112320;0
ELM;2022112321;0
ELM;2022112322;0
ELM;2022112323;0
ELM;2022112400;0
ELM;2022112401;0
ELM;2022112402;0
ELM;2022112403;0
ELM;2022112404;0
ELM;2022112405;0
ELM;2022112406;0
ELM;2022112407;0
ELM;2022112408;0
ELM;2022112409;0
ELM;2022112410;0
ELM;2022112411;0
ELM;2022112412;0
ELM;2022112413;0
ELM;2022112414;0
ELM;2022112415;0
ELM;2022112416;0
ELM;2022112417;0
ELM;2022112418;0
ELM;2022112419;0
ELM;2022112420;0
ELM;2022112421;0
ELM;2022112422;0
ELM;2022112423;0
ELM;2022112500;0
ELM;2022112501;0
ELM;2022112502;0
ELM;2022112503;0
ELM;2022112504;0
ELM;2022112505;0
ELM;2022112506;0
ELM;2022112507;0
ELM;2022112508;0
ELM;2022112509;0
ELM;2022112510;0
ELM;2022112511;0
ELM;2022112512;0
ELM;2022112513;0
ELM;2022112514;0
ELM;2022112515;0
ELM;2022112516;0
ELM;2022112517;0
ELM;2022112518;0
ELM;2022112519;0
ELM;2022112520;0
ELM;2022112521;0
ELM;2022112522;0
ELM;2022112523;0
ELM;2022112600;0
ELM;2022112601;0
ELM;2022112602;0
ELM;2022112603;0
ELM;2022112604;0
ELM;2022112605;0
ELM;2022112606;0
ELM;2022112607;0
ELM;2022112608;0
ELM;2022112609;0
ELM;2022112610;0
ELM;2022112611;0
ELM;2022112612;0
ELM;2022112613;0
ELM;2022112614;58
ELM;2022112615;2
ELM;2022112616;0
ELM;2022112617;0
ELM;2022112618;0
ELM;2022112619;0
ELM;2022112620;0
ELM;2022112621;0
ELM;2022112622;0
ELM;2022112623;0
ELM;2022112700;0
ELM;2022112701;0
ELM;2022112702;0
ELM;2022112703;0
ELM;2022112704;0
ELM;2022112705;0
ELM;2022112706;0
ELM;2022112707;0
ELM;2022112708;0
ELM;2022112709;0
ELM;2022112710;0
ELM;2022112711;0
ELM;2022112712;0
ELM;2022112713;0
ELM;2022112714;42
ELM;2022112715;1
ELM;2022112716;0
ELM;2022112717;0
ELM;2022112718;0
ELM;2022112719;0
ELM;2022112720;0
ELM;2022112721;0
ELM;2022112722;0
ELM;2022112723;0
ELM;2022112800;0
ELM;2022112801;0
ELM;2022112802;0
ELM;2022112803;0
ELM;2022112804;0
ELM;2022112805;0
ELM;2022112806;0
ELM;2022112807;0
ELM;2022112808;0
ELM;2022112809;0
ELM;2022112810;0
ELM;2022112811;0
ELM;2022112812;0
ELM;2022112813;0
ELM;2022112814;0
ELM;2022112815;0
ELM;2022112816;0
ELM;2022112817;0
ELM;2022112818;0
ELM;2022112819;0
ELM;2022112820;0
ELM;2022112821;0
ELM;2022112822;0
ELM;2022112823;0
ELM;2022112900;0
ELM;2022112901;0
ELM;2022112902;0
ELM;2022112903;0
ELM;2022112904;0
ELM;2022112905;0
ELM;2022112906;0
ELM;2022112907;0
ELM;2022112908;0
ELM;2022112909;0
ELM;2022112910;0
ELM;2022112911;0
ELM;2022112912;0
ELM;2022112913;0
ELM;2022112914;0
ELM;2022112915;0
ELM;2022112916;0
ELM;2022112917;0
ELM;2022112918;0
ELM;2022112919;0
ELM;2022112920;0
ELM;2022112921;0
ELM;2022112922;0
ELM;2022112923;0
ELM;2022113000;0
ELM;2022113001;0
ELM;2022113002;0
ELM;2022113003;0
ELM;2022113004;0
ELM;2022113005;0
ELM;2022113006;0
ELM;2022113007;0
ELM;2022113008;0
ELM;2022113009;0
ELM;2022113010;0
ELM;2022113011;0
ELM;2022113012;0
ELM;2022113013;0
ELM;2022113014;0
ELM;2022113015;0
ELM;2022113016;0
ELM;2022113017;0
ELM;2022113018;0
ELM;2022113019;0
ELM;2022113020;0
ELM;2022113021;0
ELM;2022113022;0
ELM;2022113023;0

stn;time;sre000h0
DLELZ;2022110100;0
DLELZ;2022110101;0
DLELZ;2022110102;0
DLELZ;2022110103;0
DLELZ;2022110104;0
DLELZ;2022110105;0
DLELZ;2022110106;0
DLELZ;2022110107;0
DLELZ;2022110108;0
DLELZ;2022110109;0
DLELZ;2022110110;0
DLELZ;2022110111;3
DLELZ;2022110112;37
DLELZ;2022110113;40
DLELZ;2022110114;59
DLELZ;2022110115;52
DLELZ;2022110116;27
DLELZ;2022110117;0
DLELZ;2022110118;0
DLELZ;2022110119;0
DLELZ;2022110120;0
DLELZ;2022110121;0
DLELZ;2022110122;0
DLELZ;2022110123;0
DLELZ;2022110200;0
DLELZ;2022110201;0
DLELZ;2022110202;0
DLELZ;2022110203;0
DLELZ;2022110204;0
DLELZ;2022110205;0
DLELZ;2022110206;0
DLELZ;2022110207;0
DLELZ;2022110208;0
DLELZ;2022110209;0
DLELZ;2022110210;1
DLELZ;2022110211;38
DLELZ;2022110212;45
DLELZ;2022110213;38
DLELZ;2022110214;46
DLELZ;2022110215;60
DLELZ;2022110216;32
DLELZ;2022110217;0
DLELZ;2022110218;0
DLELZ;2022110219;0
DLELZ;2022110220;0
DLELZ;2022110221;0
DLELZ;2022110222;0
DLELZ;2022110223;0
DLELZ;2022110300;0
DLELZ;2022110301;0
DLELZ;2022110302;0
DLELZ;2022110303;0
DLELZ;2022110304;0
DLELZ;2022110305;0
DLELZ;2022110306;0
DLELZ;2022110307;0
DLELZ;2022110308;0
DLELZ;2022110309;13
DLELZ;2022110310;3
DLELZ;2022110311;0
DLELZ;2022110312;0
DLELZ;2022110313;0
DLELZ;2022110314;0
DLELZ;2022110315;0
DLELZ;2022110316;0
DLELZ;2022110317;0
DLELZ;2022110318;0
DLELZ;2022110319;0
DLELZ;2022110320;0
DLELZ;2022110321;0
DLELZ;2022110322;0
DLELZ;2022110323;0
DLELZ;2022110400;0
DLELZ;2022110401;0
DLELZ;2022110402;0
DLELZ;2022110403;0
DLELZ;2022110404;0
DLELZ;2022110405;0
DLELZ;2022110406;0
DLELZ;2022110407;0
DLELZ;2022110408;0
DLELZ;2022110409;0
DLELZ;2022110410;0
DLELZ;2022110411;1
DLELZ;2022110412;0
DLELZ;2022110413;10
DLELZ;2022110414;37
DLELZ;2022110415;51
DLELZ;2022110416;13
DLELZ;2022110417;0
DLELZ;2022110418;0
DLELZ;2022110419;0
DLELZ;2022110420;0
DLELZ;2022110421;0
DLELZ;2022110422;0
DLELZ;2022110423;0
DLELZ;2022110500;0
DLELZ;2022110501;0
DLELZ;2022110502;0
DLELZ;2022110503;0
DLELZ;2022110504;0
DLELZ;2022110505;0
DLELZ;2022110506;0
DLELZ;2022110507;0
DLELZ;2022110508;0
DLELZ;2022110509;0
DLELZ;2022110510;0
DLELZ;2022110511;0
DLELZ;2022110512;0
DLELZ;2022110513;4
DLELZ;2022110514;0
DLELZ;2022110515;0
DLELZ;2022110516;5
DLELZ;2022110517;0
DLELZ;2022110518;0
DLELZ;2022110519;0
DLELZ;2022110520;0
DLELZ;2022110521;0
DLELZ;2022110522;0
DLELZ;2022110523;0
DLELZ;2022110600;0
DLELZ;2022110601;0
DLELZ;2022110602;0
DLELZ;2022110603;0
DLELZ;2022110604;0
DLELZ;2022110605;0
DLELZ;2022110606;0
DLELZ;2022110607;0
DLELZ;2022110608;0
DLELZ;2022110609;37
DLELZ;2022110610;60
DLELZ;2022110611;54
DLELZ;2022110612;45
DLELZ;2022110613;18
DLELZ;2022110614;11
DLELZ;2022110615;2
DLELZ;2022110616;0
DLELZ;2022110617;0
DLELZ;2022110618;0
DLELZ;2022110619;0
DLELZ;2022110620;0
DLELZ;2022110621;0
DLELZ;2022110622;0
DLELZ;2022110623;0
DLELZ;2022110700;0
DLELZ;2022110701;0
DLELZ;2022110702;0
DLELZ;2022110703;0
DLELZ;2022110704;0
DLELZ;2022110705;0
DLELZ;2022110706;0
DLELZ;2022110707;0
DLELZ;2022110708;0
DLELZ;2022110709;0
DLELZ;2022110710;0
DLELZ;2022110711;0
DLELZ;2022110712;6
DLELZ;2022110713;2
DLELZ;2022110714;8
DLELZ;2022110715;5
DLELZ;2022110716;0
DLELZ;2022110717;0
DLELZ;2022110718;0
DLELZ;2022110719;0
DLELZ;2022110720;0
DLELZ;2022110721;0
DLELZ;2022110722;0
DLELZ;2022110723;0
DLELZ;2022110800;0
DLELZ;2022110801;0
DLELZ;2022110802;0
DLELZ;2022110803;0
DLELZ;2022110804;0
DLELZ;2022110805;0
DLELZ;2022110806;0
DLELZ;2022110807;0
DLELZ;2022110808;0
DLELZ;2022110809;4
DLELZ;2022110810;53
DLELZ;2022110811;27
DLELZ;2022110812;0
DLELZ;2022110813;24
DLELZ;2022110814;58
DLELZ;2022110815;8
DLELZ;2022110816;0
DLELZ;2022110817;0
DLELZ;2022110818;0
DLELZ;2022110819;0
DLELZ;2022110820;0
DLELZ;2022110821;0
DLELZ;2022110822;0
DLELZ;2022110823;0
DLELZ;2022110900;0
DLELZ;2022110901;0
DLELZ;2022110902;0
DLELZ;2022110903;0
DLELZ;2022110904;0
DLELZ;2022110905;0
DLELZ;2022110906;0
DLELZ;2022110907;-
DLELZ;2022110908;0
DLELZ;2022110909;0
DLELZ;2022110910;0
DLELZ;2022110911;0
DLELZ;2022110912;0
DLELZ;2022110913;0
DLELZ;2022110914;0
DLELZ;2022110915;0
DLELZ;2022110916;0
DLELZ;2022110917;0
DLELZ;2022110918;0
DLELZ;2022110919;0
DLELZ;2022110920;0
DLELZ;2022110921;0
DLELZ;2022110922;0
DLELZ;2022110923;0
DLELZ;2022111000;0
DLELZ;2022111001;0
DLELZ;2022111002;0
DLELZ;2022111003;0
DLELZ;2022111004;0
DLELZ;2022111005;0
DLELZ;2022111006;0
DLELZ;2022111007;0
DLELZ;2022111008;0
DLELZ;2022111009;34
DLELZ;2022111010;52
DLELZ;2022111011;60
DLELZ;2022111012;60
DLELZ;2022111013;60
DLELZ;2022111014;60
DLELZ;2022111015;39
DLELZ;2022111016;0
DLELZ;2022111017;0
DLELZ;2022111018;0
DLELZ;2022111019;0
DLELZ;2022111020;0
DLELZ;2022111021;0
DLELZ;2022111022;0
DLELZ;2022111023;0
DLELZ;2022111100;0
DLELZ;2022111101;0
DLELZ;2022111102;0
DLELZ;2022111103;0
DLELZ;2022111104;0
DLELZ;2022111105;0
DLELZ;2022111106;0
DLELZ;2022111107;0
DLELZ;2022111108;0
DLELZ;2022111109;33
DLELZ;2022111110;60
DLELZ;2022111111;59
DLELZ;2022111112;58
